data_folder,FSD_MIX_SED_filename,start_time,label
base/train,soundscape_154749.wav,2.33,0
base/train,soundscape_10415.wav,4.11,0
base/train,soundscape_180373.wav,4.96,0
base/train,soundscape_142236.wav,2.2,0
base/train,soundscape_50516.wav,3.7,0
base/train,soundscape_28899.wav,6.67,0
base/train,soundscape_67226.wav,8.04,0
base/train,soundscape_177710.wav,2.74,0
base/train,soundscape_90580.wav,8.02,0
base/train,soundscape_189889.wav,4.97,0
base/train,soundscape_72574.wav,7.52,0
base/train,soundscape_203202.wav,3.74,0
base/train,soundscape_121652.wav,7.73,0
base/train,soundscape_151055.wav,6.9,0
base/train,soundscape_156877.wav,1.31,0
base/train,soundscape_176713.wav,4.25,0
base/train,soundscape_60383.wav,6.99,0
base/train,soundscape_27240.wav,3.01,0
base/train,soundscape_197131.wav,3.98,0
base/train,soundscape_30784.wav,0.67,0
base/train,soundscape_167622.wav,9.0,0
base/train,soundscape_161292.wav,3.11,0
base/train,soundscape_87703.wav,0.31,0
base/train,soundscape_127040.wav,7.35,0
base/train,soundscape_1628.wav,0.33,0
base/train,soundscape_5168.wav,0.0,0
base/train,soundscape_49344.wav,5.61,0
base/train,soundscape_142837.wav,6.76,0
base/train,soundscape_58095.wav,6.32,0
base/train,soundscape_4545.wav,8.52,0
base/train,soundscape_198683.wav,3.28,0
base/train,soundscape_93479.wav,0.43,0
base/train,soundscape_20462.wav,2.02,0
base/train,soundscape_14664.wav,5.33,0
base/train,soundscape_7840.wav,1.97,0
base/train,soundscape_3474.wav,5.38,0
base/train,soundscape_11688.wav,2.6,0
base/train,soundscape_41863.wav,0.48,0
base/train,soundscape_123363.wav,0.94,0
base/train,soundscape_89115.wav,8.34,0
base/train,soundscape_149372.wav,5.47,0
base/train,soundscape_21161.wav,5.07,0
base/train,soundscape_182158.wav,0.06,0
base/train,soundscape_95844.wav,4.43,0
base/train,soundscape_90746.wav,8.45,0
base/train,soundscape_139332.wav,9.0,0
base/train,soundscape_99810.wav,4.47,0
base/train,soundscape_173688.wav,1.21,0
base/train,soundscape_50856.wav,0.08,0
base/train,soundscape_54092.wav,6.9,0
base/train,soundscape_23919.wav,4.3,0
base/train,soundscape_203656.wav,4.59,0
base/train,soundscape_144826.wav,7.69,0
base/train,soundscape_185508.wav,6.93,0
base/train,soundscape_146082.wav,2.85,0
base/train,soundscape_129687.wav,5.37,0
base/train,soundscape_125277.wav,2.34,0
base/train,soundscape_199602.wav,5.22,0
base/train,soundscape_109486.wav,3.9,0
base/train,soundscape_189682.wav,2.92,0
base/train,soundscape_84182.wav,1.56,0
base/train,soundscape_48901.wav,7.83,0
base/train,soundscape_48303.wav,6.61,0
base/train,soundscape_147918.wav,7.2,0
base/train,soundscape_66800.wav,1.42,0
base/train,soundscape_37136.wav,2.14,0
base/train,soundscape_115704.wav,2.57,0
base/train,soundscape_143829.wav,5.31,0
base/train,soundscape_65713.wav,4.17,0
base/train,soundscape_188587.wav,8.16,0
base/train,soundscape_10768.wav,4.77,0
base/train,soundscape_116838.wav,6.23,0
base/train,soundscape_119660.wav,0.06,0
base/train,soundscape_56424.wav,4.73,0
base/train,soundscape_45343.wav,8.41,0
base/train,soundscape_65107.wav,5.4,0
base/train,soundscape_45508.wav,7.93,0
base/train,soundscape_131894.wav,1.0,0
base/train,soundscape_90339.wav,6.28,0
base/train,soundscape_179000.wav,2.53,0
base/train,soundscape_197154.wav,6.48,0
base/train,soundscape_65668.wav,8.48,0
base/train,soundscape_10161.wav,4.94,0
base/train,soundscape_87674.wav,6.97,0
base/train,soundscape_167608.wav,3.76,0
base/train,soundscape_169692.wav,7.93,0
base/train,soundscape_3652.wav,6.13,0
base/train,soundscape_25286.wav,8.3,0
base/train,soundscape_181509.wav,0.01,0
base/train,soundscape_146923.wav,6.86,0
base/train,soundscape_125670.wav,6.51,0
base/train,soundscape_76387.wav,5.36,0
base/train,soundscape_41343.wav,6.02,0
base/train,soundscape_117072.wav,4.99,0
base/train,soundscape_195243.wav,0.78,0
base/train,soundscape_4825.wav,7.37,0
base/train,soundscape_158138.wav,3.58,0
base/train,soundscape_198824.wav,0.14,0
base/train,soundscape_56660.wav,5.8,0
base/train,soundscape_128951.wav,0.57,0
base/train,soundscape_157143.wav,7.0,0
base/train,soundscape_124018.wav,2.31,0
base/train,soundscape_19711.wav,1.42,0
base/train,soundscape_95026.wav,0.64,0
base/train,soundscape_105621.wav,1.9,0
base/train,soundscape_75124.wav,7.08,0
base/train,soundscape_133327.wav,0.0,0
base/train,soundscape_181597.wav,5.53,0
base/train,soundscape_188586.wav,6.16,0
base/train,soundscape_203757.wav,1.81,0
base/train,soundscape_187759.wav,2.22,0
base/train,soundscape_57199.wav,2.56,0
base/train,soundscape_195296.wav,6.9,0
base/train,soundscape_71153.wav,0.89,0
base/train,soundscape_117871.wav,0.25,0
base/train,soundscape_46686.wav,2.08,0
base/train,soundscape_158996.wav,2.67,0
base/train,soundscape_94801.wav,7.09,0
base/train,soundscape_136106.wav,1.34,0
base/train,soundscape_203066.wav,7.69,0
base/train,soundscape_4215.wav,8.97,0
base/train,soundscape_1731.wav,8.31,0
base/train,soundscape_57789.wav,2.19,0
base/train,soundscape_190632.wav,4.08,0
base/train,soundscape_103618.wav,4.26,0
base/train,soundscape_67220.wav,2.38,0
base/train,soundscape_100424.wav,0.38,0
base/train,soundscape_65125.wav,3.55,0
base/train,soundscape_99463.wav,5.13,0
base/train,soundscape_201352.wav,3.17,0
base/train,soundscape_80550.wav,9.0,0
base/train,soundscape_66123.wav,3.9,0
base/train,soundscape_44364.wav,1.46,0
base/train,soundscape_85820.wav,6.81,0
base/train,soundscape_130594.wav,5.27,0
base/train,soundscape_177267.wav,1.65,0
base/train,soundscape_202274.wav,4.89,0
base/train,soundscape_176311.wav,6.87,0
base/train,soundscape_19416.wav,8.13,0
base/train,soundscape_106758.wav,9.0,0
base/train,soundscape_198810.wav,5.44,0
base/train,soundscape_31479.wav,4.83,0
base/train,soundscape_41218.wav,5.85,0
base/train,soundscape_136240.wav,1.14,0
base/train,soundscape_63089.wav,8.43,0
base/train,soundscape_108343.wav,0.58,0
base/train,soundscape_18968.wav,7.68,0
base/train,soundscape_5993.wav,7.66,0
base/train,soundscape_124032.wav,0.46,0
base/train,soundscape_72089.wav,4.88,0
base/train,soundscape_14325.wav,0.7,0
base/train,soundscape_191925.wav,6.45,0
base/train,soundscape_115809.wav,6.8,0
base/train,soundscape_50605.wav,6.35,0
base/train,soundscape_17816.wav,3.21,0
base/train,soundscape_13918.wav,2.21,0
base/train,soundscape_70434.wav,8.82,0
base/train,soundscape_122731.wav,8.6,0
base/train,soundscape_140985.wav,3.38,0
base/train,soundscape_31130.wav,5.23,0
base/train,soundscape_200832.wav,5.47,0
base/train,soundscape_67914.wav,6.98,0
base/train,soundscape_140249.wav,6.21,0
base/train,soundscape_115473.wav,5.6,0
base/train,soundscape_63763.wav,3.76,0
base/train,soundscape_108091.wav,2.97,0
base/train,soundscape_183056.wav,9.0,0
base/train,soundscape_178158.wav,9.0,0
base/train,soundscape_42171.wav,7.87,0
base/train,soundscape_138649.wav,4.28,0
base/train,soundscape_39251.wav,2.6,0
base/train,soundscape_131578.wav,6.58,0
base/train,soundscape_18288.wav,3.68,0
base/train,soundscape_159941.wav,1.23,0
base/train,soundscape_166569.wav,6.08,0
base/train,soundscape_144596.wav,2.6,0
base/train,soundscape_113975.wav,1.06,0
base/train,soundscape_52284.wav,1.83,0
base/train,soundscape_125456.wav,6.61,0
base/train,soundscape_191175.wav,6.33,0
base/train,soundscape_36926.wav,1.07,0
base/train,soundscape_150459.wav,3.26,0
base/train,soundscape_158625.wav,3.17,0
base/train,soundscape_162534.wav,7.36,0
base/train,soundscape_33641.wav,8.53,0
base/train,soundscape_184548.wav,2.74,0
base/train,soundscape_99558.wav,3.02,0
base/train,soundscape_190081.wav,7.51,0
base/train,soundscape_49779.wav,1.61,0
base/train,soundscape_108364.wav,7.29,0
base/train,soundscape_66169.wav,5.78,0
base/train,soundscape_191101.wav,6.81,0
base/train,soundscape_78816.wav,5.94,0
base/train,soundscape_86852.wav,4.3,0
base/train,soundscape_87963.wav,6.61,0
base/train,soundscape_87059.wav,5.75,0
base/train,soundscape_174035.wav,7.93,0
base/train,soundscape_160228.wav,7.16,0
base/train,soundscape_172517.wav,2.22,0
base/train,soundscape_70943.wav,0.85,0
base/train,soundscape_204766.wav,2.85,0
base/train,soundscape_159820.wav,8.29,0
base/train,soundscape_12808.wav,1.0,0
base/train,soundscape_85424.wav,2.68,0
base/train,soundscape_190639.wav,8.83,0
base/train,soundscape_203295.wav,8.42,0
base/train,soundscape_167946.wav,5.31,0
base/train,soundscape_165462.wav,3.31,0
base/train,soundscape_203898.wav,8.58,0
base/train,soundscape_62217.wav,9.0,0
base/train,soundscape_165743.wav,0.55,0
base/train,soundscape_163239.wav,8.65,0
base/train,soundscape_139483.wav,8.0,0
base/train,soundscape_125297.wav,1.0,0
base/train,soundscape_94017.wav,6.87,0
base/train,soundscape_161460.wav,4.04,0
base/train,soundscape_94833.wav,8.27,0
base/train,soundscape_99479.wav,0.11,0
base/train,soundscape_175648.wav,1.7,0
base/train,soundscape_129235.wav,4.91,0
base/train,soundscape_139127.wav,7.25,0
base/train,soundscape_194405.wav,1.63,0
base/train,soundscape_191660.wav,0.23,0
base/train,soundscape_90277.wav,8.2,0
base/train,soundscape_184979.wav,3.75,0
base/train,soundscape_51791.wav,8.72,0
base/train,soundscape_26358.wav,0.92,0
base/train,soundscape_124010.wav,7.12,0
base/train,soundscape_4077.wav,5.99,0
base/train,soundscape_25664.wav,6.25,0
base/train,soundscape_92084.wav,3.4,0
base/train,soundscape_23758.wav,0.36,0
base/train,soundscape_50427.wav,1.68,0
base/train,soundscape_3059.wav,7.11,0
base/train,soundscape_104981.wav,4.63,0
base/train,soundscape_43098.wav,8.6,0
base/train,soundscape_152353.wav,4.76,0
base/train,soundscape_104555.wav,6.33,0
base/train,soundscape_173152.wav,5.96,0
base/train,soundscape_465.wav,8.51,0
base/train,soundscape_202313.wav,6.49,0
base/train,soundscape_137167.wav,8.57,0
base/train,soundscape_80781.wav,4.09,0
base/train,soundscape_193868.wav,1.36,0
base/train,soundscape_154938.wav,2.83,0
base/train,soundscape_131194.wav,1.71,0
base/train,soundscape_47651.wav,5.28,0
base/train,soundscape_27406.wav,9.0,0
base/train,soundscape_81837.wav,0.62,0
base/train,soundscape_187086.wav,4.1,0
base/train,soundscape_14399.wav,7.34,0
base/train,soundscape_199297.wav,8.24,0
base/train,soundscape_124968.wav,2.83,0
base/train,soundscape_155417.wav,9.0,0
base/train,soundscape_17017.wav,1.36,0
base/train,soundscape_132156.wav,4.19,0
base/train,soundscape_195171.wav,6.24,0
base/train,soundscape_132799.wav,1.75,0
base/train,soundscape_153691.wav,2.88,0
base/train,soundscape_101447.wav,5.66,0
base/train,soundscape_17136.wav,4.58,0
base/train,soundscape_75677.wav,4.28,0
base/train,soundscape_76040.wav,6.6,0
base/train,soundscape_123991.wav,1.17,0
base/train,soundscape_86086.wav,3.31,0
base/train,soundscape_186860.wav,6.16,0
base/train,soundscape_70841.wav,6.29,0
base/train,soundscape_3286.wav,5.89,0
base/train,soundscape_198573.wav,0.13,0
base/train,soundscape_3588.wav,0.0,0
base/train,soundscape_182977.wav,4.16,0
base/train,soundscape_68840.wav,4.34,0
base/train,soundscape_71518.wav,2.7,0
base/train,soundscape_91185.wav,8.84,0
base/train,soundscape_131056.wav,4.39,0
base/train,soundscape_109004.wav,3.97,0
base/train,soundscape_3624.wav,3.0,0
base/train,soundscape_106954.wav,4.42,0
base/train,soundscape_96862.wav,6.12,0
base/train,soundscape_189929.wav,7.18,0
base/train,soundscape_187455.wav,1.24,0
base/train,soundscape_127860.wav,7.2,0
base/train,soundscape_136356.wav,9.0,0
base/train,soundscape_179944.wav,2.28,0
base/train,soundscape_167702.wav,5.28,0
base/train,soundscape_161175.wav,1.59,0
base/train,soundscape_156174.wav,7.1,0
base/train,soundscape_76227.wav,4.8,0
base/train,soundscape_99823.wav,3.09,0
base/train,soundscape_192301.wav,4.2,0
base/train,soundscape_72174.wav,5.93,0
base/train,soundscape_36397.wav,6.96,0
base/train,soundscape_22163.wav,3.7,0
base/train,soundscape_44178.wav,8.15,0
base/train,soundscape_114074.wav,5.97,0
base/train,soundscape_34745.wav,1.89,0
base/train,soundscape_140572.wav,8.48,0
base/train,soundscape_182161.wav,3.85,0
base/train,soundscape_185092.wav,1.72,0
base/train,soundscape_24707.wav,3.03,0
base/train,soundscape_143532.wav,6.17,0
base/train,soundscape_100079.wav,6.38,0
base/train,soundscape_119148.wav,6.18,0
base/train,soundscape_8705.wav,8.58,0
base/train,soundscape_84601.wav,2.88,0
base/train,soundscape_6406.wav,7.12,0
base/train,soundscape_133929.wav,6.87,0
base/train,soundscape_161372.wav,1.08,0
base/train,soundscape_489.wav,8.73,0
base/train,soundscape_109001.wav,8.53,0
base/train,soundscape_5314.wav,8.01,0
base/train,soundscape_36632.wav,2.95,0
base/train,soundscape_20914.wav,8.91,0
base/train,soundscape_6199.wav,7.83,0
base/train,soundscape_82803.wav,7.19,0
base/train,soundscape_166055.wav,2.45,0
base/train,soundscape_119812.wav,0.08,0
base/train,soundscape_65578.wav,7.89,0
base/train,soundscape_175592.wav,0.72,0
base/train,soundscape_42192.wav,0.21,0
base/train,soundscape_56460.wav,5.17,0
base/train,soundscape_15526.wav,1.5,0
base/train,soundscape_194691.wav,2.81,0
base/train,soundscape_173511.wav,6.08,0
base/train,soundscape_61642.wav,6.99,0
base/train,soundscape_113676.wav,1.72,0
base/train,soundscape_24508.wav,6.54,0
base/train,soundscape_49658.wav,6.41,0
base/train,soundscape_3342.wav,7.79,0
base/train,soundscape_155468.wav,9.0,0
base/train,soundscape_82937.wav,7.65,0
base/train,soundscape_115843.wav,2.71,0
base/train,soundscape_107674.wav,9.0,0
base/train,soundscape_100758.wav,6.29,0
base/train,soundscape_162528.wav,1.26,0
base/train,soundscape_143819.wav,2.45,0
base/train,soundscape_107107.wav,1.38,0
base/train,soundscape_189044.wav,0.45,0
base/train,soundscape_146765.wav,9.0,0
base/train,soundscape_33651.wav,6.87,0
base/train,soundscape_11650.wav,0.01,0
base/train,soundscape_30044.wav,5.63,0
base/train,soundscape_8736.wav,6.01,0
base/train,soundscape_95583.wav,8.13,0
base/train,soundscape_187718.wav,2.6,0
base/train,soundscape_119846.wav,0.95,0
base/train,soundscape_6856.wav,4.32,0
base/train,soundscape_82360.wav,3.3,0
base/train,soundscape_166444.wav,5.85,0
base/train,soundscape_17384.wav,5.02,0
base/train,soundscape_79130.wav,0.44,0
base/train,soundscape_199560.wav,9.0,0
base/train,soundscape_120297.wav,1.35,0
base/train,soundscape_21809.wav,8.48,0
base/train,soundscape_77998.wav,5.68,0
base/train,soundscape_198727.wav,3.62,0
base/train,soundscape_182712.wav,5.5,0
base/train,soundscape_34139.wav,1.83,0
base/train,soundscape_123541.wav,7.42,0
base/train,soundscape_151490.wav,4.45,0
base/train,soundscape_200995.wav,0.4,0
base/train,soundscape_13549.wav,6.32,0
base/train,soundscape_64902.wav,5.47,0
base/train,soundscape_75664.wav,4.53,0
base/train,soundscape_204168.wav,5.56,0
base/train,soundscape_45729.wav,5.11,0
base/train,soundscape_13077.wav,2.49,0
base/train,soundscape_111027.wav,1.82,0
base/train,soundscape_194855.wav,1.83,0
base/train,soundscape_100032.wav,7.6,0
base/train,soundscape_171885.wav,0.87,0
base/train,soundscape_70589.wav,2.44,0
base/train,soundscape_90817.wav,1.6,0
base/train,soundscape_130140.wav,4.32,0
base/train,soundscape_143380.wav,6.31,0
base/train,soundscape_174361.wav,4.33,0
base/train,soundscape_151438.wav,8.73,0
base/train,soundscape_186877.wav,8.12,0
base/train,soundscape_189797.wav,2.64,0
base/train,soundscape_72245.wav,0.94,0
base/train,soundscape_194628.wav,3.7,0
base/train,soundscape_80529.wav,1.17,0
base/train,soundscape_134690.wav,5.79,0
base/train,soundscape_24922.wav,5.13,0
base/train,soundscape_177591.wav,6.77,0
base/train,soundscape_104515.wav,7.11,0
base/train,soundscape_155415.wav,3.4,0
base/train,soundscape_52498.wav,8.68,0
base/train,soundscape_202741.wav,7.06,0
base/train,soundscape_188404.wav,4.46,0
base/train,soundscape_11203.wav,4.35,0
base/train,soundscape_63943.wav,3.18,0
base/train,soundscape_169217.wav,3.59,0
base/train,soundscape_85333.wav,6.98,0
base/train,soundscape_95461.wav,3.88,0
base/train,soundscape_145422.wav,3.11,0
base/train,soundscape_199467.wav,3.73,0
base/train,soundscape_111672.wav,0.72,0
base/train,soundscape_180992.wav,1.49,0
base/train,soundscape_128650.wav,0.28,0
base/train,soundscape_13670.wav,0.21,0
base/train,soundscape_157750.wav,3.36,0
base/train,soundscape_4430.wav,3.56,0
base/train,soundscape_184658.wav,2.25,0
base/train,soundscape_123865.wav,7.17,0
base/train,soundscape_156772.wav,6.68,0
base/train,soundscape_54827.wav,4.26,0
base/train,soundscape_656.wav,6.02,0
base/train,soundscape_153822.wav,5.58,0
base/train,soundscape_90153.wav,7.92,0
base/train,soundscape_82177.wav,0.69,0
base/train,soundscape_39867.wav,8.26,0
base/train,soundscape_59102.wav,7.48,0
base/train,soundscape_62753.wav,5.89,0
base/train,soundscape_130055.wav,5.43,0
base/train,soundscape_103569.wav,0.32,0
base/train,soundscape_180237.wav,6.39,0
base/train,soundscape_91656.wav,7.4,0
base/train,soundscape_116380.wav,0.56,0
base/train,soundscape_82519.wav,1.4,0
base/train,soundscape_78489.wav,5.63,0
base/train,soundscape_137524.wav,5.52,0
base/train,soundscape_172771.wav,4.05,0
base/train,soundscape_108030.wav,2.02,0
base/train,soundscape_20099.wav,4.42,0
base/train,soundscape_58586.wav,3.86,0
base/train,soundscape_94379.wav,4.91,0
base/train,soundscape_184087.wav,2.47,0
base/train,soundscape_166081.wav,1.14,0
base/train,soundscape_131404.wav,0.87,0
base/train,soundscape_133336.wav,3.06,0
base/train,soundscape_82137.wav,0.15,0
base/train,soundscape_90630.wav,7.41,0
base/train,soundscape_147704.wav,5.64,0
base/train,soundscape_115890.wav,7.43,0
base/train,soundscape_138013.wav,6.63,0
base/train,soundscape_108411.wav,0.62,0
base/train,soundscape_159430.wav,0.19,0
base/train,soundscape_61969.wav,0.61,0
base/train,soundscape_23984.wav,8.71,0
base/train,soundscape_146916.wav,3.32,0
base/train,soundscape_110329.wav,4.88,0
base/train,soundscape_159423.wav,3.16,0
base/train,soundscape_75982.wav,8.86,0
base/train,soundscape_56928.wav,6.44,0
base/train,soundscape_45803.wav,0.01,0
base/train,soundscape_100485.wav,5.9,0
base/train,soundscape_109804.wav,3.0,0
base/train,soundscape_7496.wav,9.0,0
base/train,soundscape_197680.wav,3.02,0
base/train,soundscape_149825.wav,7.13,0
base/train,soundscape_79581.wav,6.5,0
base/train,soundscape_27453.wav,3.26,0
base/train,soundscape_136961.wav,4.26,0
base/train,soundscape_162122.wav,7.76,0
base/train,soundscape_32374.wav,0.19,0
base/train,soundscape_119823.wav,0.27,0
base/train,soundscape_46564.wav,0.32,0
base/train,soundscape_193282.wav,3.38,0
base/train,soundscape_90134.wav,4.59,0
base/train,soundscape_61207.wav,6.78,0
base/train,soundscape_142867.wav,7.36,0
base/train,soundscape_53595.wav,3.1,0
base/train,soundscape_48346.wav,3.31,0
base/train,soundscape_141476.wav,3.49,0
base/train,soundscape_48286.wav,1.56,0
base/train,soundscape_204886.wav,0.72,0
base/train,soundscape_20950.wav,7.56,0
base/train,soundscape_113384.wav,7.61,0
base/train,soundscape_182261.wav,4.12,0
base/train,soundscape_152791.wav,5.67,0
base/train,soundscape_78406.wav,7.58,0
base/train,soundscape_37142.wav,6.09,0
base/train,soundscape_96328.wav,2.92,0
base/train,soundscape_148063.wav,5.6,0
base/train,soundscape_190129.wav,2.97,0
base/train,soundscape_185966.wav,5.67,0
base/train,soundscape_15861.wav,1.98,0
base/train,soundscape_193161.wav,8.44,0
base/train,soundscape_118281.wav,4.5,0
base/train,soundscape_190822.wav,1.47,0
base/train,soundscape_106764.wav,5.6,0
base/train,soundscape_53251.wav,6.56,0
base/train,soundscape_96768.wav,8.37,0
base/train,soundscape_197711.wav,5.16,0
base/train,soundscape_10522.wav,3.49,0
base/train,soundscape_159200.wav,4.14,0
base/train,soundscape_85375.wav,6.41,0
base/train,soundscape_26764.wav,1.72,0
base/train,soundscape_203170.wav,0.93,0
base/train,soundscape_166456.wav,6.89,0
base/train,soundscape_170662.wav,2.64,0
base/train,soundscape_47937.wav,9.0,0
base/train,soundscape_109268.wav,0.0,0
base/train,soundscape_25129.wav,0.2,0
base/train,soundscape_192986.wav,3.65,0
base/train,soundscape_11795.wav,6.41,0
base/train,soundscape_158185.wav,7.73,0
base/train,soundscape_146138.wav,0.62,0
base/train,soundscape_168916.wav,1.71,0
base/train,soundscape_141849.wav,2.55,0
base/train,soundscape_18711.wav,0.89,0
base/train,soundscape_95674.wav,8.79,0
base/train,soundscape_135540.wav,5.65,0
base/train,soundscape_182923.wav,3.02,0
base/train,soundscape_146402.wav,5.81,0
base/train,soundscape_202282.wav,1.77,0
base/train,soundscape_186790.wav,1.2,0
base/train,soundscape_130810.wav,7.71,0
base/train,soundscape_85534.wav,2.29,0
base/train,soundscape_125858.wav,8.31,0
base/train,soundscape_30425.wav,3.17,0
base/train,soundscape_73566.wav,0.15,0
base/train,soundscape_192851.wav,6.23,0
base/train,soundscape_164378.wav,3.48,0
base/train,soundscape_33587.wav,4.99,0
base/train,soundscape_47138.wav,1.33,0
base/train,soundscape_13280.wav,0.0,0
base/train,soundscape_163237.wav,7.22,0
base/train,soundscape_181994.wav,9.0,0
base/train,soundscape_3804.wav,1.08,0
base/train,soundscape_23463.wav,4.16,0
base/train,soundscape_184918.wav,1.39,0
base/train,soundscape_114536.wav,7.79,0
base/train,soundscape_125339.wav,0.78,0
base/train,soundscape_156693.wav,5.55,0
base/train,soundscape_56679.wav,3.51,0
base/train,soundscape_92640.wav,8.67,0
base/train,soundscape_142983.wav,8.5,0
base/train,soundscape_204859.wav,3.2,0
base/train,soundscape_148264.wav,0.51,0
base/train,soundscape_11109.wav,0.0,0
base/train,soundscape_80472.wav,7.82,0
base/train,soundscape_49843.wav,6.06,0
base/train,soundscape_168522.wav,9.0,0
base/train,soundscape_28510.wav,1.39,0
base/train,soundscape_102084.wav,2.99,0
base/train,soundscape_19082.wav,0.75,0
base/train,soundscape_173537.wav,6.17,0
base/train,soundscape_172367.wav,4.25,0
base/train,soundscape_76015.wav,7.77,0
base/train,soundscape_46930.wav,1.92,0
base/train,soundscape_147011.wav,1.84,0
base/train,soundscape_172810.wav,8.95,0
base/train,soundscape_195212.wav,5.78,0
base/train,soundscape_18345.wav,0.36,0
base/train,soundscape_152066.wav,9.0,0
base/train,soundscape_124167.wav,5.17,0
base/train,soundscape_77621.wav,3.65,0
base/train,soundscape_151116.wav,2.9,0
base/train,soundscape_18166.wav,3.78,0
base/train,soundscape_126430.wav,0.24,0
base/train,soundscape_37401.wav,5.09,0
base/train,soundscape_55824.wav,4.22,0
base/train,soundscape_167389.wav,0.66,0
base/train,soundscape_152070.wav,0.19,0
base/train,soundscape_184133.wav,6.54,0
base/train,soundscape_203952.wav,7.99,0
base/train,soundscape_84942.wav,4.63,0
base/train,soundscape_91501.wav,6.04,0
base/train,soundscape_183953.wav,1.35,0
base/train,soundscape_161617.wav,4.49,0
base/train,soundscape_183025.wav,9.0,0
base/train,soundscape_88041.wav,7.78,0
base/train,soundscape_202307.wav,1.16,0
base/train,soundscape_140078.wav,0.38,0
base/train,soundscape_152260.wav,6.37,0
base/train,soundscape_144526.wav,0.52,0
base/train,soundscape_91145.wav,8.71,0
base/train,soundscape_142234.wav,8.89,0
base/train,soundscape_8767.wav,0.22,0
base/train,soundscape_175499.wav,7.6,0
base/train,soundscape_197854.wav,5.42,0
base/train,soundscape_127261.wav,0.34,0
base/train,soundscape_185498.wav,6.6,0
base/train,soundscape_181907.wav,3.27,0
base/train,soundscape_122058.wav,1.02,0
base/train,soundscape_121165.wav,0.83,0
base/train,soundscape_85591.wav,0.36,0
base/train,soundscape_37931.wav,6.45,0
base/train,soundscape_182267.wav,2.18,0
base/train,soundscape_127336.wav,2.5,0
base/train,soundscape_107465.wav,3.79,0
base/train,soundscape_111343.wav,1.38,0
base/train,soundscape_115130.wav,2.79,0
base/train,soundscape_191452.wav,3.18,0
base/train,soundscape_101681.wav,8.69,0
base/train,soundscape_15813.wav,7.42,0
base/train,soundscape_97011.wav,8.12,0
base/train,soundscape_134278.wav,3.31,0
